id,title,country,points,price,province,variety,winery,count,counts
19497,Efeste 2014 Emmy Stone Tree Vineyard MourvÃ¨dre (Wahluke Slope),US,93,49.00,Washington,MourvÃ¨dre,Efeste,54,48
19498,Hibou 2014 Soulajule Pinot Noir (Marin County),US,89,59.00,California,Pinot Noir,Hibou,2648,1958
19499,Sheldrake Point 2014 Dry RosÃ© (Finger Lakes),US,87,14.00,New York,RosÃ©,Sheldrake Point,735,176
19500,Gorman 2014 The F.O.G. Cabernet Franc (Red Mountain),US,91,80.00,Washington,Cabernet Franc,Gorman,262,185
19501,Municipal Winemakers 2014 Cinsault (Santa Barbara County),US,90,27.00,California,Cinsault,Municipal Winemakers,9,7
19502,Riverbench 2014 Cork Jumper Brut RosÃ© Sparkling (Santa Maria Valley),US,92,42.00,California,Sparkling Blend,Riverbench,176,76
19503,Fowles Wine 2014 Ladies Who Shoot Their Lunch Riesling (Victoria),Australia,89,35.00,Victoria,Riesling,Fowles Wine,1022,35
19504,ChÃ¢teau de Parnay 2014 La CoulÃ©e du MÃ©ridien (Saumur-Champigny),France,94,120.00,Loire Valley,Cabernet Franc,ChÃ¢teau de Parnay,262,43
19505,Archery Summit 2014 Whole Cluster CuvÃ©e Pinot Noir (Dundee Hills),US,93,85.00,Oregon,Pinot Noir,Archery Summit,2648,1958
19506,Waxwing 2014 Lester Family Vineyard Syrah (Santa Cruz Mountains),US,93,32.00,California,Syrah,Waxwing,829,631
19507,Georges Vigouroux 2014 ChÃ¢teau LÃ©ret Monpezat Malbec (Cahors),France,90,22.00,Southwest France,Malbec,Georges Vigouroux,549,81
19508,The Archivist 2014 Chardonnay (Monterey County),US,87,18.00,California,Chardonnay,The Archivist,2294,1342
19509,ChÃ¢teau de Santenay 2014 Les Pruliers Premier Cru (Nuits-St.-Georges),France,92,90.00,Burgundy,Pinot Noir,ChÃ¢teau de Santenay,2648,387
19510,Stephen Ross 2014 Chardonnay (Edna Valley),US,91,25.00,California,Chardonnay,Stephen Ross,2294,1342
19511,GarzÃ³n 2014 Varietales AlbariÃ±o (Uruguay),Uruguay,85,17.00,Uruguay,AlbariÃ±o,GarzÃ³n,93,2
19512,Michel Torino 2014 Cuma Made With Organic Grapes TorrontÃ©s (Cafayate),Argentina,88,13.00,Other,TorrontÃ©s,Michel Torino,52,49
19513,Wines & Winemakers 2014 Companhia das LezÃ­rias Herdade de Catapereiro RosÃ© (Tejo),Portugal,82,12.00,Tejo,RosÃ©,Wines & Winemakers,735,51
19514,Maximin GrÃ¼nhÃ¤user 2014 Abtsberg Superior Riesling (Mosel),Germany,92,66.00,Mosel,Riesling,Maximin GrÃ¼nhÃ¤user,1022,356
19515,Undurraga 2014 Sibaris Gran Reserva CarmenÃ¨re (Colchagua Valley),Chile,89,18.00,Colchagua Valley,CarmenÃ¨re,Undurraga,112,100
19516,ChÃ¢teau Lamothe-Vincent 2014 Bordeaux Blanc,France,88,13.00,Bordeaux,Bordeaux-style White Blend,ChÃ¢teau Lamothe-Vincent,189,180
19517,Terlato 2014 Pinot Noir (Russian River Valley),US,91,54.00,California,Pinot Noir,Terlato,2648,1958
19518,Hudson-Chatham 2014 Reserve Casscles Vineyards Baco Noir (New York),US,88,25.00,New York,Baco Noir,Hudson-Chatham,7,7
19519,Minimus 2014 Dijon Free Chardonnay (Willamette Valley),US,90,40.00,Oregon,Chardonnay,Minimus,2294,1342
19520,Baglio del Cristo di Campobello 2014 C'D'C' Red (Terre Siciliane),Italy,89,18.00,Sicily & Sardinia,Red Blend,Baglio del Cristo di Campobello,1726,726
19521,Bressia 2014 Monteagrelo Malbec (Mendoza),Argentina,89,27.00,Mendoza Province,Malbec,Bressia,549,316
19522,Goose Bay 2014 Kosher Reserve FumÃ© Sauvignon Blanc (South Island),New Zealand,89,22.00,South Island,Sauvignon Blanc,Goose Bay,1025,100
19523,Domaine de la SangliÃ¨re 2014 Juliette RosÃ© (MediterranÃ©e),France,84,13.00,France Other,RosÃ©,Domaine de la SangliÃ¨re,735,407
19524,Proulx 2014 The Wah Syrah (Paso Robles),US,88,72.00,California,Syrah,Proulx,829,631
19525,Marchesi di Barolo 2014 Serragrilli (Barbaresco),Italy,89,77.00,Piedmont,Nebbiolo,Marchesi di Barolo,537,527
19526,College Cellars 2014 Clarke Vineyard Merlot (Walla Walla Valley (WA)),US,87,22.00,Washington,Merlot,College Cellars,593,419
19527,Col Vetoraz 2014 Dry (Valdobbiadene Superiore di Cartizze),Italy,89,30.00,Veneto,Glera,Col Vetoraz,66,66
19528,Hermann J. Wiemer 2014 Josef Vineyard Riesling (Seneca Lake),US,90,39.00,New York,Riesling,Hermann J. Wiemer,1022,329
19529,Capanne Ricci 2014 Rosso di Montalcino,Italy,87,30.00,Tuscany,Sangiovese,Capanne Ricci,524,430
19530,Niner 2014 Jespersen Ranch Pinot Noir (Edna Valley),US,90,65.00,California,Pinot Noir,Niner,2648,1958
19531,Global Wines 2014 Cal Monte da Cal Red (Alentejano),Portugal,85,7.00,Alentejano,Portuguese Red,Global Wines,492,492
19532,Smith & Hook 2014 Cabernet Sauvignon (Central Coast),US,90,25.00,California,Cabernet Sauvignon,Smith & Hook,1845,1432
19533,Laudet 2014 Laballe Le Chardonnay des Landes Chardonnay (CÃ´tes de Gascogne),France,84,14.00,Southwest France,Chardonnay,Laudet,2294,514
19534,Domaine Tinel-Blondelet 2014 La Croix Canat (Sancerre),France,89,0.00,Loire Valley,Sauvignon Blanc,Domaine Tinel-Blondelet,1025,191
19535,Winderlea 2014 Weber Vineyard Pinot Noir (Dundee Hills),US,95,48.00,Oregon,Pinot Noir,Winderlea,2648,1958
19536,Domaine du Grand Cros 2014 L'Esprit de Provence RosÃ© (CÃ´tes de Provence),France,91,20.00,Provence,RosÃ©,Domaine du Grand Cros,735,407
19537,Bisceglia 2014 Terre del Vulcano (Aglianico del Vulture),Italy,87,13.00,Southern Italy,Aglianico,Bisceglia,72,68
19538,Clunia 2014 Syrah (Vino de la Tierra de Castilla y LeÃ³n),Spain,91,0.00,Northern Spain,Syrah,Clunia,829,9
19539,Vidon Vineyard 2014 Brigita Clone 777 Pinot Noir (Chehalem Mountains),US,92,50.00,Oregon,Pinot Noir,Vidon Vineyard,2648,1958
19540,Louis Latour 2014 Les Quatre Journaux (RomanÃ©e-St.-Vivant),France,94,580.00,Burgundy,Pinot Noir,Louis Latour,2648,387
19541,M. Chapoutier 2014 Les Meysonniers White (Crozes-Hermitage),France,91,45.00,RhÃ´ne Valley,RhÃ´ne-style White Blend,M. Chapoutier,85,35
19542,ChÃ¢teau des Tours 2014 Brouilly,France,86,18.00,Beaujolais,Gamay,ChÃ¢teau des Tours,191,190
19543,Irvine Family Vineyards 2014 Chardonnay (Oregon),US,88,30.00,Oregon,Chardonnay,Irvine Family Vineyards,2294,1342
19544,CVNE 2014 Cune Rosado (Rioja),Spain,85,14.00,Northern Spain,Rosado,CVNE,19,18
19545,Emile Balland 2014 Croq' Caillotte (Sancerre),France,91,28.00,Loire Valley,Sauvignon Blanc,Emile Balland,1025,191
19546,Max Ferd. Richter 2014 MÃ¼lheimer Sonnenlay Kabinett Feinherb Riesling (Mosel),Germany,87,20.00,Mosel,Riesling,Max Ferd. Richter,1022,356
19547,Willi Haag 2014 Brauneberger Juffer Kabinett Grosse Lage Riesling (Mosel),Germany,89,22.00,Mosel,Riesling,Willi Haag,1022,356
19548,Tenuta Sette Cieli 2014 Yantra Red (Toscana),Italy,88,24.00,Tuscany,Red Blend,Tenuta Sette Cieli,1726,726
19549,Villa Pozzi 2014 Nero d'Avola (Terre Siciliane),Italy,86,10.00,Sicily & Sardinia,Nero d'Avola,Villa Pozzi,68,68
19550,ChÃ¢teau Queyssard 2014 Bordeaux Clairet,France,87,0.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Queyssard,1376,946
19551,Domaine D'en SÃ©gur 2014 Le RosÃ© (CÃ´tes du Tarn),France,86,17.00,Southwest France,RosÃ©,Domaine D'en SÃ©gur,735,407
19552,Winderlea 2014 Bryan Creek Vineyards Pinot Noir (Chehalem Mountains),US,90,85.00,Oregon,Pinot Noir,Winderlea,2648,1958
19553,Ãbano 2014 6 (Ribera del Duero),Spain,83,14.00,Northern Spain,Tempranillo,Ãbano,355,282
19554,Owen Roe 2014 Abbot's Table Red (Columbia Valley (WA)),US,90,24.00,Washington,Red Blend,Owen Roe,1726,528
19555,William Church 2014 Gamache Vineyards Malbec (Columbia Valley (WA)),US,88,40.00,Washington,Malbec,William Church,549,117
19556,Albert Bichot 2014 Lavaux Saint-Jacques Premier Cru (Gevrey-Chambertin),France,94,130.00,Burgundy,Pinot Noir,Albert Bichot,2648,387
19557,Longboard 2014 Sauvignon Blanc (Russian River Valley),US,88,20.00,California,Sauvignon Blanc,Longboard,1025,462
19558,Penner-Ash 2014 Pinot Noir (Willamette Valley),US,89,45.00,Oregon,Pinot Noir,Penner-Ash,2648,1958
19559,Lumos 2014 Chiquita Pinot Noir RosÃ© (Willamette Valley),US,88,22.00,Oregon,RosÃ©,Lumos,735,176
19560,Alloro 2014 Estate Chardonnay (Chehalem Mountains),US,93,34.00,Oregon,Chardonnay,Alloro,2294,1342
19561,Hayes Valley 2014 Merlot (Central Coast),US,86,15.00,California,Merlot,Hayes Valley,593,419
19562,ChÃ¢teau Saint-Maur 2014 LÃÂ´Excellence White (CÃ´tes de Provence),France,92,45.00,Provence,Provence white blend,ChÃ¢teau Saint-Maur,5,5
19563,Louis Jadot 2014 Les FolatiÃ¨res Premier Cru (Puligny-Montrachet),France,95,109.00,Burgundy,Chardonnay,Louis Jadot,2294,514
19564,Tessier Winery 2014 Saveria Vineyard Pinot Noir (Santa Cruz Mountains),US,90,39.00,California,Pinot Noir,Tessier Winery,2648,1958
19565,Anaba 2014 Pinot Noir (Sonoma Coast),US,90,42.00,California,Pinot Noir,Anaba,2648,1958
19566,Three Brothers 2014 3rd Degree Sweet Riesling (Seneca Lake),US,88,16.00,New York,Riesling,Three Brothers,1022,329
19567,Iris Vineyards 2014 Aroha Vineyard Chardonnay (Umpqua Valley),US,88,24.00,Oregon,Chardonnay,Iris Vineyards,2294,1342
19568,Chateau Ste. Michelle 2014 Cold Creek Vineyard Cabernet Sauvignon (Columbia Valley (WA)),US,90,30.00,Washington,Cabernet Sauvignon,Chateau Ste. Michelle,1845,1432
19569,Stift Klosterneuburg 2014 Zierfandler-Rotgipfler White (Thermenregion),Austria,90,25.00,Thermenregion,Austrian white blend,Stift Klosterneuburg,20,20
19570,Leonard Kreusch 2014 Bernkasteler KurfÃ¼rstlay SpÃ¤tlese Riesling (Mosel),Germany,86,15.00,Mosel,Riesling,Leonard Kreusch,1022,356
19571,Brooklyn Oenology 2014 Social Club White (New York),US,88,17.00,New York,White Blend,Brooklyn Oenology,465,118
19572,Austin Hope 2014 Syrah (Templeton Gap District),US,91,55.00,California,Syrah,Austin Hope,829,631
19573,ChÃ¢teau Larroque 2014 Bordeaux Blanc,France,87,14.00,Bordeaux,Bordeaux-style White Blend,ChÃ¢teau Larroque,189,180
19574,Raptor Ridge 2014 Barrel Select Pinot Noir (Willamette Valley),US,89,30.00,Oregon,Pinot Noir,Raptor Ridge,2648,1958
19575,Albert Morot 2014 Les Toussaints Premier Cru (Beaune),France,92,65.00,Burgundy,Pinot Noir,Albert Morot,2648,387
19576,Wolff 2014 Syrah (Edna Valley),US,88,25.00,California,Syrah,Wolff,829,631
19577,TamarÃ­ 2014 Reserva Malbec (Mendoza),Argentina,88,15.00,Mendoza Province,Malbec,TamarÃ­,549,316
19578,Conterno Fantino 2014 Vignota (Barbera d'Alba),Italy,88,33.00,Piedmont,Barbera,Conterno Fantino,152,100
19579,Mirror 2014 Sangiacomo Vineyard Chardonnay (Sonoma Coast),US,88,45.00,California,Chardonnay,Mirror,2294,1342
19580,Loring Wine Company 2014 Sierra Mar Vineyard Chardonnay (Santa Lucia Highlands),US,89,40.00,California,Chardonnay,Loring Wine Company,2294,1342
19581,Koehler 2014 Riesling (Santa Ynez Valley),US,89,19.00,California,Riesling,Koehler,1022,329
19582,Bright Angel Wines 2014 Sangiacomo Roberts Road Pinot Noir (Sonoma Coast),US,88,50.00,California,Pinot Noir,Bright Angel Wines,2648,1958
19583,Porto Carras 2014 Malagousia (Sithonia),Greece,88,25.00,Sithonia,Malagousia,Porto Carras,7,7
19584,Rayun 2014 Chardonnay (Central Valley),Chile,83,9.00,Central Valley,Chardonnay,Rayun,2294,107
19585,Coppo 2014 La Rocca (Gavi),Italy,86,17.00,Piedmont,Cortese,Coppo,15,15
19586,ChÃ¢teau Quintus 2014 Saint-Ãmilion,France,94,91.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Quintus,1376,946
19587,Nuiton-Beaunoy 2014 Les SionniÃ¨res (Morey-Saint-Denis),France,91,60.00,Burgundy,Pinot Noir,Nuiton-Beaunoy,2648,387
19588,Prince de Tabourg 2014 Bordeaux Blanc,France,87,25.00,Bordeaux,Sauvignon Blanc,Prince de Tabourg,1025,191
19589,Sierra Norte 2014 Porta Regia ColecciÃ³n Privada 5 Meses Monastrell (Jumilla),Spain,89,14.00,Levante,Monastrell,Sierra Norte,29,27
19590,Knapp 2014 Barrel Reserve Chardonnay (Finger Lakes),US,87,12.00,New York,Chardonnay,Knapp,2294,1342
19591,Ventosa 2014 Rosato (Seneca Lake),US,86,14.00,New York,Rosato,Ventosa,19,2
19592,Cherry Tart 2014 Pinot Noir (California),US,84,20.00,California,Pinot Noir,Cherry Tart,2648,1958
19593,MacPhail 2014 Pratt Vineyard Vine Hill Road Chardonnay (Russian River Valley),US,92,45.00,California,Chardonnay,MacPhail,2294,1342
19594,Mercer 2014 Reserve Spice Cabinet Vineyard Syrah (Horse Heaven Hills),US,87,42.00,Washington,Syrah,Mercer,829,631
19595,Cherry Pie 2014 Stanly Ranch Pinot Noir (Los Carneros),US,90,50.00,California,Pinot Noir,Cherry Pie,2648,1958
19596,ChÃ¢teau Tanesse 2014 Cadillac CÃ´tes de Bordeaux,France,87,18.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Tanesse,1376,946
19597,Real Companhia Velha 2014 Evel Branco White (Douro),Portugal,85,13.00,Douro,Portuguese White,Real Companhia Velha,248,248
19598,Roco 2014 Knudsen Vineyards Chardonnay (Willamette Valley),US,94,60.00,Oregon,Chardonnay,Roco,2294,1342
19599,Bien Nacido 2014 Pinot Noir (Santa Maria Valley),US,92,60.00,California,Pinot Noir,Bien Nacido,2648,1958
19600,Bodega Cuarto Dominio 2014 Lote 44 Malbec (Mendoza),Argentina,84,12.00,Mendoza Province,Malbec,Bodega Cuarto Dominio,549,316
19601,Bernhard Ott 2014 Am Berg GrÃ¼ner Veltliner (NiederÃ¶sterreich),Austria,92,22.00,NiederÃ¶sterreich,GrÃ¼ner Veltliner,Bernhard Ott,252,229
19602,Mount Eden Vineyards 2014 Estate Bottled Pinot Noir (Santa Cruz Mountains),US,95,62.00,California,Pinot Noir,Mount Eden Vineyards,2648,1958
19603,Quivira 2014 Flight Zinfandel (Dry Creek Valley),US,90,42.00,California,Zinfandel,Quivira,517,515
19604,Rubus 2014 Icon Malbec (Mendoza),Argentina,88,20.00,Mendoza Province,Malbec,Rubus,549,316
19605,True Myth 2014 Paragon Vineyard Chardonnay (Edna Valley),US,86,18.00,California,Chardonnay,True Myth,2294,1342
19606,Balo 2014 Pinot Gris (Anderson Valley),US,88,26.00,California,Pinot Gris,Balo,287,174
19607,Avondale 2014 Anima Chenin Blanc (Paarl),South Africa,90,15.00,Paarl,Chenin Blanc,Avondale,119,39
19608,Domaine Ostertag 2014 Barriques Pinot Gris (Alsace),France,91,37.00,Alsace,Pinot Gris,Domaine Ostertag,287,93
19609,Domaine BÃ¨gue-Mathiot 2014 Chablis,France,88,0.00,Burgundy,Chardonnay,Domaine BÃ¨gue-Mathiot,2294,514
19610,Herdade do EsporÃ£o 2014 Arco do EsporÃ£o Red (Alentejo),Portugal,87,15.00,Alentejo,Portuguese Red,Herdade do EsporÃ£o,492,492
19611,Pure Provence 2014 L'Opaline RosÃ© (Coteaux Varois en Provence),France,85,13.00,Provence,RosÃ©,Pure Provence,735,407
19612,Fritz Haag 2014 Brauneberger Kabinett Riesling (Mosel),Germany,93,32.00,Mosel,Riesling,Fritz Haag,1022,356
19613,Macari 2014 Katherine's Field Sauvignon Blanc (North Fork of Long Island),US,90,24.00,New York,Sauvignon Blanc,Macari,1025,462
19614,Quinta da Lixa 2014 Pouco-Comum White (Minho),Portugal,86,15.00,Minho,Portuguese White,Quinta da Lixa,248,248
19615,Silver Trident 2014 Symphony No 9 Sauvignon Blanc (Napa Valley),US,88,28.00,California,Sauvignon Blanc,Silver Trident,1025,462
19616,Friedrich-Wilhelm-Gymnasium 2014 Fritz Willi Riesling (Mosel),Germany,88,17.00,Mosel,Riesling,Friedrich-Wilhelm-Gymnasium,1022,356
19617,Gramercy 2014 John Lewis Syrah (Walla Walla Valley (WA)),US,91,85.00,Washington,Syrah,Gramercy,829,631
19618,MaidenStoen 2014 Coast View Vineyard Riesling (Monterey County),US,89,22.00,California,Riesling,MaidenStoen,1022,329
19619,Reichsgraf von Kesselstatt 2014 Scharzhofberger GG Trocken Riesling (Mosel),Germany,93,50.00,Mosel,Riesling,Reichsgraf von Kesselstatt,1022,356
19620,Rex Hill 2014 Jacob-Hart Vineyard Pinot Noir (Willamette Valley),US,94,65.00,Oregon,Pinot Noir,Rex Hill,2648,1958
19621,Adega Cooperativa de Borba 2014 Red (Alentejo),Portugal,86,9.00,Alentejo,Portuguese Red,Adega Cooperativa de Borba,492,492
19622,Louis Jadot 2014 Clos de Vougeot,France,95,196.00,Burgundy,Pinot Noir,Louis Jadot,2648,387
19623,Reichsgraf von Kesselstatt 2014 Piesporter GoldtrÃ¶pfchen Kabinett Grosse Lage Riesling (Mosel),Germany,93,26.00,Mosel,Riesling,Reichsgraf von Kesselstatt,1022,356
19624,August Briggs 2014 Dijon Clones Pinot Noir (Sonoma County),US,88,40.00,California,Pinot Noir,August Briggs,2648,1958
19625,Georges Duboeuf 2014 RosÃ© (Beaujolais RosÃ©),France,85,0.00,Beaujolais,RosÃ©,Georges Duboeuf,735,407
19626,Sea Smoke 2014 Ten Pinot Noir (Sta. Rita Hills),US,93,82.00,California,Pinot Noir,Sea Smoke,2648,1958
19627,Lava Cap 2014 Old Vine Estate Bottled Zinfandel (El Dorado),US,88,28.00,California,Zinfandel,Lava Cap,517,515
19628,Domaine Dupeuble PÃ¨re et Fils 2014 Beaujolais-Villages,France,85,16.00,Beaujolais,Gamay,Domaine Dupeuble PÃ¨re et Fils,191,190
19629,Doudet Naudin 2014 Saint-VÃ©ran,France,86,30.00,Burgundy,Chardonnay,Doudet Naudin,2294,514
19630,Lucas & Lewellen 2014 Valley View Vineyard Cabernet Sauvignon (Santa Ynez Valley),US,89,25.00,California,Cabernet Sauvignon,Lucas & Lewellen,1845,1432
19631,Merry Edwards 2014 Coopersmith Pinot Noir (Russian River Valley),US,92,66.00,California,Pinot Noir,Merry Edwards,2648,1958
19632,Shaw and Smith 2014 Sauvignon Blanc (Adelaide Hills),Australia,89,22.00,South Australia,Sauvignon Blanc,Shaw and Smith,1025,13
19633,Maryhill 2014 Clifton Hill Vineyard Cabernet Sauvignon (Wahluke Slope),US,88,40.00,Washington,Cabernet Sauvignon,Maryhill,1845,1432
19634,Davies 2014 Hudson Vineyards Pinot Noir (Carneros),US,93,60.00,California,Pinot Noir,Davies,2648,1958
19635,Real Companhia Velha 2014 Quinta dos Aciprestes Reserva Red (Douro),Portugal,92,25.00,Douro,Portuguese Red,Real Companhia Velha,492,492
19636,Domaine Zind-Humbrecht 2014 Roche Calcaire Riesling (Alsace),France,93,55.00,Alsace,Riesling,Domaine Zind-Humbrecht,1022,123
19637,Santa Barbara Winery 2014 Chardonnay (Santa Barbara County),US,88,17.00,California,Chardonnay,Santa Barbara Winery,2294,1342
19638,Hermann J. Wiemer 2014 Reserve Dry Riesling (Seneca Lake),US,92,29.00,New York,Riesling,Hermann J. Wiemer,1022,329
19639,Rex Hill 2014 Sunny Mountain Vineyard Pinot Noir (Willamette Valley),US,90,55.00,Oregon,Pinot Noir,Rex Hill,2648,1958
19640,Roux PÃ¨re et Fils 2014 Champlots Premier Cru (Saint-Aubin),France,90,75.00,Burgundy,Chardonnay,Roux PÃ¨re et Fils,2294,514
19641,Terre Nere Campigli Vallone 2014 Rosso di Montalcino,Italy,87,18.00,Tuscany,Sangiovese,Terre Nere Campigli Vallone,524,430
19642,ChÃ¢teau Pey de Faure 2014 Bordeaux SupÃ©rieur,France,84,12.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Pey de Faure,1376,946
19643,Patient Cottat 2014 Le Grand Caillou Sauvignon Blanc (Val de Loire),France,84,14.00,Loire Valley,Sauvignon Blanc,Patient Cottat,1025,191
19644,Saveurs du Temps 2014 RosÃ© (CostiÃ¨res de NÃ®mes),France,87,13.00,RhÃ´ne Valley,RosÃ©,Saveurs du Temps,735,407
19645,Quinta do Vallado 2014 Vallado Red (Douro),Portugal,88,23.00,Douro,Portuguese Red,Quinta do Vallado,492,492
19646,Adega Mayor 2014 Caiado Branco White (Alentejano),Portugal,82,7.00,Alentejano,Portuguese White,Adega Mayor,248,248
19647,Dolin 2014 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),US,93,39.00,California,Chardonnay,Dolin,2294,1342
19648,Finca El Origen 2014 Reserva Malbec (Uco Valley),Argentina,87,12.00,Mendoza Province,Malbec,Finca El Origen,549,316
19649,Domaine Fourrey 2014 Chablis,France,88,25.00,Burgundy,Chardonnay,Domaine Fourrey,2294,514
19650,Ben Haines 2014 Warramunda Reprise Marsanne (Yarra Valley),Australia,91,28.00,Victoria,Marsanne,Ben Haines,13,2
19651,Chalk Hill 2014 Chairman's Club Zinfandel (Russian River Valley),US,88,42.00,California,Zinfandel,Chalk Hill,517,515
19652,Michaud 2014 Pinot Noir (Chalone),US,93,40.00,California,Pinot Noir,Michaud,2648,1958
19653,Las Positas 2014 Estate Malbec (Livermore Valley),US,89,50.00,California,Malbec,Las Positas,549,117
19654,ChÃ¢teau LagrÃ©zette 2014 Le Pigeonnier White Vision Viognier (CÃ´tes du Lot),France,92,90.00,Southwest France,Viognier,ChÃ¢teau LagrÃ©zette,203,16
19656,Calcu 2014 RosÃ© (Colchagua Valley),Chile,85,13.00,Colchagua Valley,RosÃ©,Calcu,735,6
19657,Salton 2014 Paradoxo Pinot Noir (Campanha),Brazil,85,0.00,Campanha,Pinot Noir,Salton,2648,1
19658,ChÃ¢teau Henri Bonnaud 2014 Terre Promise RosÃ© (CÃ´tes de Provence Sainte-Victoire),France,90,20.00,Provence,RosÃ©,ChÃ¢teau Henri Bonnaud,735,407
19659,Seven Oxen 2014 MourvÃ¨dre (Paso Robles),US,90,42.00,California,MourvÃ¨dre,Seven Oxen,54,48
19660,David Duband 2014 Les Broc Premier Cru (Morey-Saint-Denis),France,93,100.00,Burgundy,Pinot Noir,David Duband,2648,387
19661,Wilridge 2014 Crawford Vineyard Riesling (Yakima Valley),US,87,18.00,Washington,Riesling,Wilridge,1022,329
19662,Bortolin Angelo 2014 Desiderio Dry (Valdobbiadene Prosecco Superiore),Italy,88,0.00,Veneto,Glera,Bortolin Angelo,66,66
19663,Rabble 2014 Mossfire Ranch Red (Paso Robles),US,88,15.00,California,Red Blend,Rabble,1726,528
19664,Domaine Pral 2014 Les Pays de Pierres DorÃ©es (Beaujolais Blanc),France,83,15.00,Beaujolais,Chardonnay,Domaine Pral,2294,514
19665,Georges Vigouroux 2014 ChÃ¢teau LÃ©ret Reserve Malbec (Cahors),France,89,17.00,Southwest France,Malbec,Georges Vigouroux,549,81
19666,Georges Duboeuf 2014 Domaine des CheneviÃ¨res (MÃ¢con-Villages),France,87,22.00,Burgundy,Chardonnay,Georges Duboeuf,2294,514
19667,Peter Cellars 2014 Estate RosÃ© of Pinot Noir (Carneros),US,87,27.00,California,Pinot Noir,Peter Cellars,2648,1958
19668,Peter Nicolay 2014 ÃÅrziger Goldwingert SpÃ¤tlese Riesling (Mosel),Germany,87,30.00,Mosel,Riesling,Peter Nicolay,1022,356
